year	stem	qidx	primary_unit	theme	module	matched_units	competencies	level	note
1990	shanghai	26	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;三角函数;复数;直线与圆	直观想象;数学运算;数学抽象	水平2-3	
1990	shanghai	27	直线与圆	几何与代数	选择性必修	直线与圆;不等式与方程;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
1991	shanghai	1	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
1991	shanghai	2	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1991	shanghai	3	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
1991	shanghai	4	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
1991	shanghai	5	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
1991	shanghai	6	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
1991	shanghai	7	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
1991	shanghai	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1991	shanghai	9	函数概念与性质	函数	必修	函数概念与性质;直线与圆	数学抽象;数学运算;直观想象	水平1-2	
1991	shanghai	10	直线与圆	几何与代数	选择性必修	直线与圆;参数方程与极坐标;平面向量	直观想象;数学运算	水平2-3	
1991	shanghai	11	集合	函数	必修	集合	数学抽象;数学运算	水平1-2	
1991	shanghai	12	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
1991	shanghai	13	立体几何初步	几何与代数	必修	立体几何初步;空间向量与立体几何	直观想象;数学运算	水平1-2	
1991	shanghai	14	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
1991	shanghai	15	常用逻辑用语	函数	必修	常用逻辑用语;三角函数	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
1991	shanghai	16	未分类						无可匹配关键词
1991	shanghai	17	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1991	shanghai	18	常用逻辑用语	函数	必修	常用逻辑用语;立体几何初步;直线与圆	逻辑推理;数学抽象;直观想象;数学运算	水平1-2	
1991	shanghai	19	三角函数	函数	必修	三角函数;参数方程与极坐标	数学运算;直观想象	水平1-2	
1991	shanghai	20	平面向量	几何与代数	必修	平面向量;圆锥曲线	数学运算;直观想象;逻辑推理	水平1-2	
1991	shanghai	21	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1991	shanghai	22	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
1991	shanghai	23	不等式与方程	函数	必修	不等式与方程;基本初等函数	数学运算;逻辑推理;数学抽象	水平1-2	
1991	shanghai	24	三角函数	函数	必修	三角函数;复数;立体几何初步;空间向量与立体几何;直线与圆	数学运算;直观想象;数学抽象	水平1-2	
1991	shanghai	25	复数	几何与代数	必修	复数;集合	数学运算;数学抽象	水平1-2	
1991	shanghai	26	三角函数	函数	必修	三角函数;直线与圆;圆锥曲线	数学运算;直观想象;逻辑推理	水平1-2	
1991	shanghai	27	不等式与方程	函数	必修	不等式与方程;三角函数;函数概念与性质;复数;立体几何初步;直线与圆	数学运算;逻辑推理;直观想象;数学抽象	水平1-2	
1992	shanghai	1	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1992	shanghai	2	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1992	shanghai	3	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
1992	shanghai	4	基本初等函数	函数	必修	基本初等函数	数学运算;数学抽象	水平1-2	
1992	shanghai	5	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
1992	shanghai	6	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
1992	shanghai	7	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
1992	shanghai	8	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
1992	shanghai	9	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1992	shanghai	10	三角函数	函数	必修	三角函数;立体几何初步	数学运算;直观想象	水平1-2	
1992	shanghai	11	函数概念与性质	函数	必修	函数概念与性质(兜底)	数学抽象;数学运算	水平1-2	仅命中'函数'兜底
1992	shanghai	12	三角函数	函数	必修	三角函数;基本初等函数	数学运算;直观想象;数学抽象	水平1-2	
1992	shanghai	13	立体几何初步	几何与代数	必修	立体几何初步;常用逻辑用语;平面向量;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平1-2	
1992	shanghai	14	三角函数	函数	必修	三角函数;不等式与方程;函数概念与性质	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
1992	shanghai	15	三角函数	函数	必修	三角函数;平面向量	数学运算;直观想象	水平1-2	
1992	shanghai	16	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
1992	shanghai	17	立体几何初步	几何与代数	必修	立体几何初步;常用逻辑用语	直观想象;数学运算;逻辑推理;数学抽象	水平1-2	
1992	shanghai	18	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
1992	shanghai	19	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;直线与圆;平面向量	数学运算;直观想象	水平2-3	
1992	shanghai	20	常用逻辑用语	函数	必修	常用逻辑用语;集合	逻辑推理;数学抽象;数学运算	水平1-2	
1992	shanghai	21	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1992	shanghai	22	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
1992	shanghai	23	直线与圆	几何与代数	选择性必修	直线与圆;立体几何初步;圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
1992	shanghai	24	立体几何初步	几何与代数	必修	立体几何初步;三角函数;复数;空间向量与立体几何;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
1992	shanghai	25	数列	函数	选择性必修	数列;微积分（选修）;不等式与方程;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
1992	shanghai	26	圆锥曲线	几何与代数	选择性必修	圆锥曲线;不等式与方程;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
1993	shanghai	1	不等式与方程	函数	必修	不等式与方程	数学运算;逻辑推理	水平1-2	
1993	shanghai	2	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
1993	shanghai	3	复数	几何与代数	必修	复数;三角函数	数学运算;数学抽象;直观想象	水平1-2	
1993	shanghai	4	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1993	shanghai	5	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
1993	shanghai	6	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
1993	shanghai	7	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
1993	shanghai	8	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
1993	shanghai	9	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;平面向量;立体几何初步;直线与圆	数学运算;直观想象	水平2-3	
1993	shanghai	10	立体几何初步	几何与代数	必修	立体几何初步;三角函数;空间向量与立体几何	直观想象;数学运算	水平1-2	
1993	shanghai	11	基本初等函数	函数	必修	基本初等函数	数学运算;数学抽象	水平1-2	
1993	shanghai	12	计数原理	概率与统计	选择性必修	计数原理;不等式与方程;基本初等函数	逻辑推理;数学运算;数学抽象	水平2-3	
1993	shanghai	13	基本初等函数	函数	必修	基本初等函数	数学运算;数学抽象	水平1-2	
1993	shanghai	14	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
1993	shanghai	15	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;空间向量与立体几何	直观想象;数学运算;逻辑推理	水平2-3	
1993	shanghai	16	立体几何初步	几何与代数	必修	立体几何初步;常用逻辑用语;复数	直观想象;数学运算;逻辑推理;数学抽象	水平1-2	
1993	shanghai	17	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
1993	shanghai	18	立体几何初步	几何与代数	必修	立体几何初步;常用逻辑用语;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平1-2	
1993	shanghai	19	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
1993	shanghai	20	常用逻辑用语	函数	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
1993	shanghai	21	三角函数	函数	必修	三角函数;平面向量	数学运算;直观想象	水平1-2	
1993	shanghai	22	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
1993	shanghai	23	直线与圆	几何与代数	选择性必修	直线与圆;平面向量;圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
1993	shanghai	24	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;复数;直线与圆	直观想象;数学运算;数学抽象	水平2-3	
1993	shanghai	25	数列	函数	选择性必修	数列;直线与圆;平面向量;复数;计数原理	逻辑推理;数学运算;直观想象	水平2-3	
1993	shanghai	26	圆锥曲线	几何与代数	选择性必修	圆锥曲线;不等式与方程;三角函数;复数;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
1994	shanghai	1	不等式与方程	函数	必修	不等式与方程;基本初等函数	数学运算;逻辑推理;数学抽象	水平1-2	
1994	shanghai	2	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1994	shanghai	3	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
1994	shanghai	4	基本初等函数	函数	必修	基本初等函数	数学运算;数学抽象	水平1-2	
1994	shanghai	5	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
1994	shanghai	6	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
1994	shanghai	7	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量	直观想象;数学运算;逻辑推理	水平2-3	
1994	shanghai	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1994	shanghai	9	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
1994	shanghai	10	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
1994	shanghai	11	基本初等函数	函数	必修	基本初等函数	数学运算;数学抽象	水平1-2	
1994	shanghai	12	不等式与方程	函数	必修	不等式与方程;基本初等函数	数学运算;逻辑推理;数学抽象	水平1-2	
1994	shanghai	13	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;平面向量;立体几何初步;直线与圆	数学运算;直观想象	水平2-3	
1994	shanghai	14	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
1994	shanghai	15	集合	函数	必修	集合	数学抽象;数学运算	水平1-2	
1994	shanghai	16	复数	几何与代数	必修	复数;不等式与方程	数学运算;数学抽象;逻辑推理	水平1-2	
1994	shanghai	17	常用逻辑用语	函数	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
1994	shanghai	18	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
1994	shanghai	19	三角函数	函数	必修	三角函数;平面向量	数学运算;直观想象	水平1-2	
1994	shanghai	20	常用逻辑用语	函数	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
1994	shanghai	21	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
1994	shanghai	22	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
1994	shanghai	23	三角函数	函数	必修	三角函数;空间向量与立体几何;复数	数学运算;直观想象;数学抽象	水平1-2	
1994	shanghai	24	直线与圆	几何与代数	选择性必修	直线与圆;圆锥曲线;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
1994	shanghai	25	三角函数	函数	必修	三角函数;导数;平面向量;复数	数学运算;直观想象;逻辑推理	水平1-2	
1994	shanghai	26	数列	函数	选择性必修	数列;不等式与方程;常用逻辑用语;基本初等函数;复数;计数原理;微积分（选修）	逻辑推理;数学运算;数学抽象	水平2-3	
1994	shanghai_liberal	1	不等式与方程	函数	必修	不等式与方程;基本初等函数	数学运算;逻辑推理;数学抽象	水平1-2	
1994	shanghai_liberal	2	三角函数	函数	必修	三角函数;不等式与方程	数学运算;直观想象;逻辑推理	水平1-2	
